,created_at,favorite_count,followers_count,geo,id,id_str,in_reply_to_screen_name,language,name_at_tweet_time,retweet_count,screen_name,search_term,search_term_group,source,text,user_created_at,user_location,ibm_watson_sentiment,ibm_watson_sentiment_label
2786,2021-10-21 00:53:05,3,2257,,4526569000,1450988475323461632,,pt,🐼,0,sangriataylor,globoplay,globoplay,Twitter for iPhone,a língua dela é igual um chicote #VerdadesSecretas2 https://t.co/UEcFdHHJ2w,2015-12-18 16:46:52+00:00,"São Paulo, Brasil",-0.504016,negative
2787,2021-10-21 00:52:42,0,2491,,155732641,1450988380142067712,babi,pt,badu,0,badutra,globoplay,globoplay,Twitter for iPhone,@babi @globoplay ai querooo,2010-06-14 23:28:36+00:00,"São Paulo, Brasil",0.63862,positive
2788,2021-10-21 00:52:19,0,1258,,1071524063808512000,1450988282557382656,,pt,luan_lemos ,0,luan_glemos,globoplay,globoplay,Twitter for iPhone,A bitch da #angel demônia tá de voltaaaa… @globoplay @TVGloboInter #VerdadeSecretas2 @WalcyrCarrasco https://t.co/Y0hTvSkLEf,2018-12-08 21:56:59+00:00,"São Paulo, Brasil",0.532041,positive
2789,2021-10-21 00:52:18,1,577,,43388013,1450988280124788736,DELLAFANCY,pt,insta: @caaiofr,0,caaiofr,globoplay,globoplay,Twitter for Android,"@DELLAFANCY @globoplay Compartilha a conta aí gata, não tá fácil pagar os serviços de streaming não 🥺",2009-05-29 19:11:36+00:00,"São Caetano do Sul, Brasil",-0.798394,negative
2790,2021-10-21 00:51:26,0,402,,71576055,1450988061828034560,,pt,Fagner Oriana®,0,faggner,globoplay,globoplay,Twitter for iPhone,Ridículo essa herança ainda não ter saído depois de 6 anos #VerdadeSecretas2 #VerdadesSecretasII #GloboPlay,2009-09-04 16:34:29+00:00,São Paulo - SP,-0.984881,negative
2791,2021-10-21 00:50:57,1,1392,,102403598,1450987939060670464,palhotaa,pt,matheus,0,MatheusRRM,globoplay,globoplay,Twitter for iPhone,"@palhotaa sepa que a globo da, viu. Veja este vídeo no Globoplay!
https://t.co/rPXicUbgn5",2010-01-06 15:46:00+00:00,"São Paulo, Brasil",-0.39174,negative
2792,2021-10-21 00:50:37,0,96,,46532784,1450987854566408192,PepitaOfc,pt,Brubs,0,Bruhpessoa,globoplay,globoplay,Twitter for Android,@PepitaOfc @globoplay Babadeira,2009-06-12 00:26:05+00:00,São Paulo,0.817103,positive
2793,2021-10-21 00:49:46,0,224,,1366934752410927111,1450987640665300992,karolfurtad,pt,mandoca,0,amandadelcorral,globoplay,globoplay,Twitter for iPhone,@karolfurtad primeiro ep ao vivo no globoplay de graça vai ver puta,2021-03-03 02:13:47+00:00,"Sao Paulo, Brazil",-0.832516,negative
2794,2021-10-21 00:49:01,4,1663,,58918291,1450987453150601216,,pt,AnaC ˢᶜᶜᵖ,0,anac_cacau,globoplay,globoplay,Twitter for iPhone,Belíssimo dia pra assistir pela 30ª vez ! Tem na @globoplay 🤩 https://t.co/DZueIXwKbh,2009-07-21 20:54:55+00:00,"São Paulo, Brasil",0.898953,positive
2795,2021-10-21 00:48:51,0,57,,860753184234631169,1450987412335874048,,pt,Drix,0,arrobadrix,globoplay,globoplay,Twitter Web App,A globoplay ta de sacanagem com a minha cara... Quero assistir verdades secretas porraaaaaa !,2017-05-06 07:08:45+00:00,"São Paulo, Brasil",-0.974362,negative
2796,2021-10-21 00:48:29,0,2275,,53147812,1450987319553675264,,pt,felipealisson_,0,felipealisson_,globoplay,globoplay,Twitter for iPhone,Seria tudo se elas se pegassem 🥵🥵🥵 https://t.co/ejmlCmQjE0,2009-07-02 18:37:55+00:00,"São Paulo, Brasil",-0.46036,negative
2797,2021-10-21 00:48:18,0,646,,3298576859,1450987271117754368,,pt,Gossip Girl fron BM,0,Brunoczg,globoplay,globoplay,Twitter for iPhone,Caiu @globoplay ???,2015-05-25 23:34:33+00:00,São Paulo,-0.842272,negative
2798,2021-10-21 00:48:14,0,357,,186533051,1450987255502458880,,pt,Pinhata,1,pipsces,globoplay,globoplay,Twitter for iPhone,Eu queria uma amiga com globoplay,2010-09-03 18:23:18+00:00,"São Paulo, Brasil",-0.769849,negative
2799,2021-10-21 00:47:49,3,2403124,,144974967,1450987151370428416,dougoliverx,pt,cleytu,0,cleytu,globoplay,globoplay,Twitter for iPhone,@dougoliverx @globoplay O BOOK ROSA TÁ VINDOOOOO,2010-05-17 20:23:04+00:00,"São Paulo, Brasil",0.826857,positive
2800,2021-10-21 00:47:41,0,421,,1634232678,1450987115874029568,bndosyn,pt,Miss Bug OOP,0,missbugpoo,globoplay,globoplay,Twitter for Android,@bndosyn Globoplay tá exibindo liberado o primeiro ep agr,2013-07-31 01:31:50+00:00,"São Paulo, Brasil",0.0,neutral
2801,2021-10-21 00:46:58,0,316,,28678458,1450986935955165184,PepitaOfc,pt,𝔇𝔢𝔩í𝔯𝔦𝔬⬩ℭ𝔬𝔪𝔲𝔫𝔦𝔰𝔱𝔞☭,0,jeny_jeny,globoplay,globoplay,Twitter for Android,@PepitaOfc @globoplay Indo ver já!,2009-04-03 22:59:28+00:00,"Sao Paulo, Brazil",0.819615,positive
2802,2021-10-21 00:46:52,4,169011,,709883764579635201,1450986912576061440,cleytu,pt,doug oliver,0,dougoliverx,globoplay,globoplay,Twitter for iPhone,@cleytu @globoplay é sobre isso 🥵,2016-03-15 23:27:33+00:00,"São Paulo, Brasil",-0.294579,negative
2803,2021-10-21 00:46:45,0,43,,1004740082132307968,1450986884432334848,,pt,Prih Machado,0,PrihhMachado,globoplay,globoplay,Twitter for Android,Que ódio de vc @globoplay,2018-06-07 15:01:17+00:00,"São Paulo, Brasil",-0.954367,negative
2804,2021-10-21 00:46:24,1,822,,52570979,1450986795919945728,,pt,Nitro News Brasil,0,NitroNewsBrasil,globoplay,globoplay,Twitter Web App,"Assistir Verdades Secretas 2 ""Estréia"" Primeiro Capitulo AO VIVO Online | Globoplay #Angel #VerdadesSecretas2… https://t.co/g5Gsv8WIrV",2009-07-01 00:15:27+00:00,são paulo,0.679216,positive
2805,2021-10-21 00:46:09,188,169011,,709883764579635201,1450986733135400960,,pt,doug oliver,4,dougoliverx,globoplay,globoplay,Twitter for iPhone,"noitinha de quarta com friozinho gostoso pra acompanhar a estreia de #VerdadesSecretas2 com as manas no @globoplay,… https://t.co/H8AF2qS72Z",2016-03-15 23:27:33+00:00,"São Paulo, Brasil",0.987219,positive
2806,2021-10-21 00:44:25,63,135555,,916028275104911360,1450986293916282880,,pt,bianca 🏳️‍🌈,3,DELLAFANCY,globoplay,globoplay,Twitter for iPhone,"GENTE DO CÉU 😱 Vocês tão vendo isso????? Venham ver #VerdadesSecretas2 comigo no @Globoplay #publicidade 

https://t.co/42MMW7MCvF",2017-10-05 19:52:14+00:00,sao paulo,0.919615,positive
2807,2021-10-21 00:44:20,0,40,,3583335315,1450986274588925952,,pt,Leonardo Garcia,0,contatodoze,globoplay,globoplay,Twitter for iPhone,#VS2 COM PÉSSIMA QUALIDADE @globoplay cadê o 4K ?,2015-09-08 03:06:57+00:00,"São Paulo, Brasil",-0.807751,negative
2808,2021-10-21 00:43:34,0,159,,4431000203,1450986079687954432,,pt,#F.BTAVIVONA ❤,0,principe_biiel,globoplay,globoplay,Twitter for Android,Caiu o globoplay aí gnt?,2015-12-09 22:16:43+00:00,"São Paulo, Brasil",-0.698585,negative
2809,2021-10-21 00:43:15,2,874,,48608165,1450986001539780608,BastidoresDaTV,pt,Tales Copolla,0,talescopolla,globoplay,globoplay,Twitter for Android,@BastidoresDaTV Globoplay deve estar com 18.5 com Verdades Secretas,2009-06-19 04:23:38+00:00,"São Paulo, Brasil",0.0,neutral
2810,2021-10-21 00:43:03,87,135555,,916028275104911360,1450985950251737088,,pt,bianca 🏳️‍🌈,2,DELLAFANCY,globoplay,globoplay,Twitter for iPhone,"To assistindo a estreia de #VerdadesSecretas2 na live do @Globoplay, vocês estão acompanhando? Tá babado 🤭🔥… https://t.co/HlZcxdpJgv",2017-10-05 19:52:14+00:00,sao paulo,0.900394,positive
2811,2021-10-21 00:42:54,0,285,,7586962,1450985913832591360,,pt,Dani,0,adanimota,globoplay,globoplay,Twitter for iPad,Você percebe a distância entre @globoplay e @netflix quando a primeira nunca consegue colocar algo no ar no horário… https://t.co/MGMPgwfSVz,2007-07-19 14:40:17+00:00,"Sao Paulo, Brazil",-0.403649,negative
2812,2021-10-21 00:42:12,1,1392,,102403598,1450985739106361344,palhotaa,pt,matheus,0,MatheusRRM,globoplay,globoplay,Twitter for iPhone,"@palhotaa vê pela globo, acho que pelo globoplay da pra ver, melhor não?",2010-01-06 15:46:00+00:00,"São Paulo, Brasil",-0.605987,negative
2813,2021-10-21 00:41:58,0,23,,1121413218486968320,1450985677936631808,,pt,Ingrid Fernandes,0,ingrid_nandess,globoplay,globoplay,Twitter for iPhone,MINHA GLOBOPLAY NÃO ENTRAAAAAAAAAAA #VerdadeSecretas2,2019-04-25 13:58:40+00:00,"São Paulo, Brasil",-0.813996,negative
2814,2021-10-21 00:41:50,0,354,,765376263586545665,1450985644897943552,RainerCadete,pt,fred.bricio,0,fred_Bricio,globoplay,globoplay,Twitter for Android,@RainerCadete @globoplay Rainer mandando bem como sempre 😁👏👏👏 o visky é icônico,2016-08-16 02:34:56+00:00,"São Paulo, Brasil",0.929473,positive
2815,2021-10-21 00:40:59,0,67,,1380309697,1450985431324102656,,pt,Italo de Amorim,0,Italo_de_Amorim,globoplay,globoplay,Twitter for Android,"O @globoplay já esfarelou aqui, não tá funcionando para ver #VerdadeSecretas2",2013-04-25 19:58:46+00:00,"São Paulo, Brasil",-0.812016,negative
2816,2021-10-21 00:40:24,133,2403124,,144974967,1450985285865680896,,pt,cleytu,20,cleytu,globoplay,globoplay,Twitter for iPhone,"COMEÇOU #VerdadesSecretas2 

tá disponível pra todo mundo 
primeiro ep 
só vem https://t.co/A4yLObtsI8 #publi https://t.co/mqaNlYE2Xk",2010-05-17 20:23:04+00:00,"São Paulo, Brasil",0.578536,positive
2817,2021-10-21 00:39:35,0,702,,45361530,1450985078058782720,cibelewithmrs,pt,TΣSFΔYΣ,0,cibelewithmrs,globoplay,globoplay,Twitter for Android,"Esperava: assistir a live de estreia de verdades secretas 2 
Recebi: a queda do app da globoplay",2009-06-07 15:52:03+00:00,"São Paulo, Brazil",-0.439439,negative
2818,2021-10-21 00:39:33,1,129,,1445913920309452809,1450985070127456256,,pt,Bia,0,eu_gioanto,globoplay,globoplay,Twitter for iPhone,Agora que o Globoplay trava kkkkkkkk,2021-10-07 00:49:34+00:00,"São Paulo, Brasil",-0.664199,negative
2819,2021-10-21 00:39:02,0,1776,,50475998,1450984939911061504,whateverpayne,pt,Alex from Osasco Ⓟ⨺‏,0,oAlexMeneses,globoplay,globoplay,Twitter for Android,"@whateverpayne por enquanto no globoplay, tá começando agora. acho que só vai pra tv depois que sair tudo no streaming",2009-06-24 23:17:32+00:00,"Osasco, Brasil",-0.731426,negative
2820,2021-10-21 00:38:52,0,435,,27942189,1450984898198650880,,pt,adriana leão 💉💖,0,adrianaleao,globoplay,globoplay,Twitter for Android,"Descobri uma série de comedia fofissima cringe pérola bloquinho de neve inglesa de uns 10 anos atrás, que amei muit… https://t.co/OU7HVbf5lY",2009-03-31 19:30:52+00:00,São Paulo,0.977574,positive
2821,2021-10-21 00:38:52,1,630,,1300970402739613700,1450984898102190080,,pt,Rami,0,RamsxsL,globoplay,globoplay,Twitter for iPhone,Alguém me empresta um Globoplay? Ou me chama por FaceTime e compartilha a tela 🤧🤧🤧,2020-09-02 01:35:13+00:00,"Sao Paulo, Brasil",-0.568742,negative
2822,2021-10-21 00:38:45,0,8,,1267508595165474821,1450984868104572928,globoplay,pt,RosiFelix,0,RosiFelix4,globoplay,globoplay,Twitter for Android,@globoplay Cadê???? Travou @globoplay ???,2020-06-01 17:29:50+00:00,Taboão da Serra,-0.938161,negative
2823,2021-10-21 00:38:24,0,673,,76530652,1450984782867881984,,pt,Camila 🌻,0,mialvaress,globoplay,globoplay,Twitter for Android,"Eu até queria assistir verdades secretas 2 mas a globoplay não tá carregando, boa https://t.co/MtXKIcRSr7",2009-09-23 02:16:25+00:00,"São Paulo, Brasil",-0.29141,negative
2824,2021-10-21 00:37:58,0,113,,3323754929,1450984671970463744,,pt,Letícia Rodrigues,0,letsrodrigues4,globoplay,globoplay,Twitter for Android,A Globoplay pafece esses sites pirata de TV que trava quando sobrecarrega.,2015-06-13 22:08:28+00:00,"São Paulo, Brasil",-0.914652,negative
2825,2021-10-21 00:37:48,0,665,,762464802769809408,1450984632057536512,,pt,Guilherme Diaz 🦊,0,oguilhermediaz,globoplay,globoplay,Twitter for iPhone,"Guilhermeeeeeee 😭 #VS2 #VerdadesSecretas2  @globoplay 

QUE TRILHA SONORA FODA! *publi 

E todo mundo pode assistir… https://t.co/zJqMz6fjsw",2016-08-08 01:45:49+00:00,"São Paulo, Brasil",0.758244,positive
2826,2021-10-21 00:37:47,235,138860,,971938602602115078,1450984625388638208,,pt,PEPITA,34,PepitaOfc,globoplay,globoplay,Twitter for iPhone,E tem live no @globoplay pra assinantes e não assinantes às 21h30 de hoje com o primeiro episodio. Aproveitem!!!… https://t.co/V7FiOfnwxT,2018-03-09 02:39:55+00:00,"São Paulo, Brasil",0.765085,positive
2827,2021-10-21 00:37:35,0,82,,1160315291236261890,1450984577191849984,,pt,Gabbriel rocha,0,promundoealem,globoplay,globoplay,Twitter for Android,E o @globoplay caiu na estreia de #VerdadeSecretas2 é isso mesmo produção? Ou foi só comigo.,2019-08-10 22:21:37+00:00,"São Paulo, Brasil",-0.680381,negative
2828,2021-10-21 00:37:31,0,402,,71576055,1450984559361810432,,pt,Fagner Oriana®,0,faggner,globoplay,globoplay,Twitter for iPhone,Mais como aquele carro capotou no meio do nada??? #VerdadeSecretas2 #VerdadesSecretasII #GloboPlay,2009-09-04 16:34:29+00:00,São Paulo - SP,-0.872194,negative
2829,2021-10-21 00:37:22,1,5,,1442286706326048769,1450984521344638976,,pt,#AFazenda 🌹🍷🔥,0,RealityTvBr,globoplay,globoplay,Twitter for Android,Alô @globoplay bota pra funcionar #VerdadeSecretas2 https://t.co/JJaDx7dVpm,2021-09-27 00:35:41+00:00,"São Paulo, Brasil",0.458861,positive
2830,2021-10-21 00:37:20,146,138860,,971938602602115078,1450984513199300608,,pt,PEPITA,13,PepitaOfc,globoplay,globoplay,Twitter for iPhone,"Familia @Globoplay, não tem como adiantar essa estreia não? só pra eu ver um negocio 😂 Doida pra ver esse sururu to… https://t.co/3IlbAwYVWP",2018-03-09 02:39:55+00:00,"São Paulo, Brasil",-0.828476,negative
2831,2021-10-21 00:37:20,0,702,,45361530,1450984512867950592,,pt,TΣSFΔYΣ,0,cibelewithmrs,globoplay,globoplay,Twitter for Android,O aplicativo da globoplay não ta querendo abrir 🤡,2009-06-07 15:52:03+00:00,"São Paulo, Brazil",-0.817212,negative
2832,2021-10-21 00:37:11,0,957,,166270232,1450984473579950080,,pt,Menina Marina,0,Marininhabreu,globoplay,globoplay,Twitter for Android,Servidor do Globoplay não aguentou a galera querendo assistir #VerdadesSecretasII,2010-07-13 19:07:42+00:00,São Paulo,-0.866098,negative
2833,2021-10-21 00:37:00,1,2275,,53147812,1450984428445044736,,pt,felipealisson_,0,felipealisson_,globoplay,globoplay,Twitter for iPhone,tentar acessar Globoplay me faz lembrar pq eu não assino essa merda,2009-07-02 18:37:55+00:00,"São Paulo, Brasil",-0.98412,negative
2834,2021-10-21 00:36:55,0,2398,,151383526,1450984408735961088,globoplay,pt,Welky Fernandes,0,EsposoDaManu,globoplay,globoplay,Twitter for iPhone,@globoplay menos de dez minutos de cenas e eu já tô passando mal aqui! #VerdadeSecretasII,2010-06-03 08:26:01+00:00,São Paulo,-0.829644,negative
2835,2021-10-21 00:36:53,1,87,,1153147996340703237,1450984401291055104,,pt,Malu Sícoli,0,MaluSicoli,globoplay,globoplay,Twitter for Android,Várias vezes eu desisto de ver coisa na @globoplay pq a navegação é mto ruim,2019-07-22 03:41:21+00:00,"São Paulo, Brasil",-0.96521,negative
2836,2021-10-21 00:36:44,0,8,,1267508595165474821,1450984361499693056,HugoGloss,pt,RosiFelix,0,RosiFelix4,globoplay,globoplay,Twitter for Android,@HugoGloss @globoplay Travado por aqui..,2020-06-01 17:29:50+00:00,Taboão da Serra,-0.324498,negative
2837,2021-10-21 00:36:37,2,1006,,84642153,1450984331539881984,,pt,Victor,0,scorses,globoplay,globoplay,Twitter for iPhone,Meu Globoplay não abre por nada!!!! Tô surtado,2009-10-23 17:22:26+00:00,São Paulo,-0.910556,negative
2838,2021-10-21 00:36:25,2,264,,114184900,1450984281224908800,,pt,Leandro Felix,0,OLeandroFelix,globoplay,globoplay,Twitter for iPhone,E a Globoplay não travou #VerdadesSecretas2,2010-02-14 12:57:07+00:00,"São Paulo, Brasil",-0.799975,negative
2839,2021-10-21 00:36:19,1,774,,249233960,1450984256461840384,,pt,Thiago Lessa,0,lessathi,globoplay,globoplay,Twitter Web App,Pessoal chegou o grande momento... Quem aí está no GloboPlay curtindo o 01 capítulo de #VerdadesSecretas2 dá um Rt🔄… https://t.co/zV2js385yu,2011-02-08 16:55:41+00:00,São Paulo / SP,0.882962,positive
2840,2021-10-21 00:36:13,0,442,,1196940799386275840,1450984230004080640,,pt,á espera de um lugar ao sol,0,Felipe39700621,globoplay,globoplay,Twitter for Android,O globoplay já paroooooou cassete https://t.co/ahFJLQK6ts,2019-11-19 23:58:53+00:00,"São Paulo, Brasil",0.604807,positive
2841,2021-10-21 00:36:11,1,1231,,193088752,1450984221477064704,globoplay,pt,mac,0,macgurgel,globoplay,globoplay,Twitter for iPhone,@globoplay caiu caralho,2010-09-20 23:10:07+00:00,"São Paulo, Brasil",-0.938569,negative
2842,2021-10-21 00:35:58,0,814,,236149937,1450984167710330880,,pt,Rena,0,tineidrim,globoplay,globoplay,Twitter for iPhone,O servidor da globoplay é um lixo ne? Fico chocado que até agora não mudaram isso,2011-01-09 22:49:23+00:00,São Paulo - SP,-0.974809,negative
2843,2021-10-21 00:35:46,2,421,,263811655,1450984119802998784,,pt,Fl4vio_Towers,0,flaviotorres001,globoplay,globoplay,Twitter for Android,"Globoplay é uma bosta,não suporta muita gente aí travanao entra no app,KD que falaram que a Globo fez contrato com… https://t.co/67fGj6RQPC",2011-03-10 19:53:07+00:00,Barueri-SP,-0.978706,negative
2844,2021-10-21 00:35:39,0,310,,65530805,1450984090908471296,garotxdoblogofc,pt,catarina,0,catarinardrgs,globoplay,globoplay,Twitter for iPhone,@garotxdoblogofc @globoplay romulo estrela é muito gato pqp,2009-08-14 01:54:16+00:00,"Sao Paulo, Brazil",0.507088,positive
2845,2021-10-21 00:35:22,0,2301,,762727603,1450984016010698752,oAlexMeneses,pt,ari ⓟ,0,whateverpayne,globoplay,globoplay,Twitter for iPhone,@oAlexMeneses vai passar na globo ou só globoplay?,2012-08-17 01:33:16+00:00,"São Paulo, Brasil",0.0,neutral
2846,2021-10-21 00:34:58,1,753,,43155019,1450983917759213568,,pt,San 🧭,0,Sanderlust,globoplay,globoplay,Twitter for Android,Claro que a @globoplay já travou e caiu aqui pra mim.,2009-05-28 17:34:15+00:00,Santo André/SP - Marília/SP,-0.938144,negative
2847,2021-10-21 00:34:47,0,927,,354369969,1450983871198150656,globoplay,pt,Pindorama Invadida 👏👏,0,LuizAlechandre,globoplay,globoplay,Twitter Web App,@globoplay Começou ...,2011-08-13 16:10:44+00:00,são paulo,-0.416125,negative
2848,2021-10-21 00:34:44,1,259,,25556532,1450983858791407616,,pt,Delirios Comunistas by Ed,0,Ed_TM,globoplay,globoplay,Twitter for iPhone,Mas já começou a travar @globoplay ? #VerdadeSecretas2,2009-03-20 19:10:14+00:00,São Paulo,-0.692604,negative
2849,2021-10-21 00:34:38,2,4313,,178190471,1450983835181764608,,pt,Psicóloga Érika/ Atendimento Online,0,Hleaoh,globoplay,globoplay,Twitter Web App,"Boraaaaaaaaaaaaaaaaa, quero todo mundo assistindo

#QuintaHeroisDoSDV #QuartaDetremuraSDV #QuartaLiberdadeNoSDV https://t.co/kE53Hn4CBQ",2010-08-14 03:00:09+00:00,São Paulo,0.922737,positive
2850,2021-10-21 00:34:38,0,402,,71576055,1450983834670059520,,pt,Fagner Oriana®,0,faggner,globoplay,globoplay,Twitter for iPhone,Já amei a abertura #VerdadesSecretas2 #Globoplay,2009-09-04 16:34:29+00:00,São Paulo - SP,0.987021,positive
2851,2021-10-21 00:34:36,1,848,,51533054,1450983826176499712,,pt,Joel Antunes,0,Joel_Antunes,globoplay,globoplay,Twitter for iPhone,Globoplay nao guentou #VerdadeSecretas2,2009-06-27 19:36:08+00:00,São Paulo/Brasil,0.0,neutral
2852,2021-10-21 00:34:29,0,1238,,91888389,1450983794010468352,,pt,desumilde da familia,0,iliketwix,globoplay,globoplay,Twitter for iPhone,alguém com globoplay me empreste pra ver Verdades Secretas pelo amor de Deus 🥺,2009-11-22 23:08:25+00:00,"Santo André - SP, Brasil",-0.592854,negative
2853,2021-10-21 00:34:27,1,658,,51842357,1450983789077934080,,pt,B7 is coming (one day),0,clarexxs,globoplay,globoplay,Twitter for Android,A boca de golfinho derrubou o Globoplay #VerdadeSecretas2,2009-06-28 21:01:09+00:00,"São Paulo, Brasil",0.0,neutral
2854,2021-10-21 00:33:55,0,12,,1071181837,1450983653098524672,,pt,Mariana Gadotti,0,marianagadotti,globoplay,globoplay,Twitter for iPhone,"Alô @globoplay , não se preparou pra pane no sistema que seria VS II ?? 🙄",2013-01-08 15:17:34+00:00,"Sao Paulo, Brazil",-0.757841,negative
2855,2021-10-21 00:33:54,437,473296,,18141369,1450983647138430976,,pt,Foquinha,11,foquinha,globoplay,globoplay,Twitter for iPhone,AAAAAAAAA VAI COMEÇAR #VerdadesSecretas2 🔥 Tirem as crianças na sala e cola no @globoplay pra assistir ao vivo ao p… https://t.co/lCUcfgqiqa,2008-12-15 17:42:06+00:00,"São Paulo, Brasil",0.672344,positive
2856,2021-10-21 00:33:47,0,577,,27008217,1450983621104447488,,pt,Marcelus G. Z.,0,MaGioZal,globoplay,globoplay,Twitter for iPhone,Começou #VerdadesSecretas2 #GloboPlay https://t.co/ENIsNepNLR,2009-03-27 13:59:01+00:00,São Paulo - SP - Brasil,0.625899,positive
2857,2021-10-21 00:33:45,0,180,,458691079,1450983610803179520,,pt,Tha 🍑,0,SnowFoster9,globoplay,globoplay,Twitter for Android,Ah @globoplay mas já tá assim. https://t.co/KEqtDM6Zpr,2012-01-08 21:02:28+00:00,"São Paulo, Brasil",0.0,neutral
2858,2021-10-21 00:33:35,4,3087,,1200913310973145088,1450983567467728896,,pt,News GloboPlay 🆚,0,news_globoplay,globoplay,globoplay,Twitter for Android,A abertura ♥️#VerdadeSecretas2,2019-11-30 23:03:48+00:00,"São Paulo, Brasil",0.803111,positive
2859,2021-10-21 00:33:20,5,6702,,14302884,1450983506448879616,,pt,RickyHiraoka,0,RickyHiraoka,globoplay,globoplay,Twitter for Android,21:30 e já deu pau aqui na estreia de Verdades Secretas 2 na Globoplay! E não foi o pau que eu imaginava...,2008-04-04 14:14:22+00:00,São Paulo,-0.816799,negative
2860,2021-10-21 00:33:18,0,665,,762464802769809408,1450983499486408704,,pt,Guilherme Diaz 🦊,0,oguilhermediaz,globoplay,globoplay,Twitter for iPhone,"Está no ar, no @GloboPlay, o primeiro capítulo de #VerdadesSecretas2! E todo mundo pode assistir DE GRAÇA, clicando… https://t.co/24sPLsY7Vm",2016-08-08 01:45:49+00:00,"São Paulo, Brasil",0.762458,positive
2861,2021-10-21 00:32:49,1,354,,183617852,1450983375339130880,forumeplay,pt,Ricardo Vitorino,0,rickvittorino,globoplay,globoplay,Twitter for iPhone,"@forumeplay @globoplay Lixo de app, eplay 
Tem que jogar fora e fazer de novo",2010-08-27 13:16:09+00:00,"São Paulo, Brasil",-0.891156,negative
2862,2021-10-21 00:32:49,0,5,,1442286706326048769,1450983374743654400,,pt,#AFazenda 🌹🍷🔥,0,RealityTvBr,globoplay,globoplay,Twitter for Android,O @globoplay de Alguém tá funcionando? #VerdadeSecretas2,2021-09-27 00:35:41+00:00,"São Paulo, Brasil",-0.700993,negative
2863,2021-10-21 00:32:48,0,1001,,342847533,1450983373263020032,,pt,Elias,0,elias_antoniio,globoplay,globoplay,Twitter for iPhone,Meu globoplay caiu hahahahah,2011-07-26 17:37:11+00:00,"São Paulo, Brasil",-0.638586,negative
2864,2021-10-21 00:32:40,0,251,,253819556,1450983336403423232,IsabellaHey4,pt,qroz II gini . tibette . emisue,0,queirozconze,globoplay,globoplay,Twitter for iPhone,@IsabellaHey4 @vaidesmaiar @globoplay Eu não vi o primeiro. Ma verdade nem sei quantos são. Vale então?,2011-02-18 01:19:09+00:00,"São Paulo, Brasil",0.0,neutral
2865,2021-10-21 00:32:39,1,2788,,15531379,1450983333471690752,,pt,O Fantasma da Oprah,0,DoutorVictor,globoplay,globoplay,Twitter for iPhone,GLOBOPLAY TRAVADÍSSIMO! 🗣,2008-07-22 14:36:43+00:00,"São Paulo, Brasil",0.971247,positive
2866,2021-10-21 00:32:31,1,789,,722753564267933696,1450983302123425792,,pt,abner,0,abnersant0s,globoplay,globoplay,Twitter for Android,Alguém me empresta a conta do Globoplay pra eu poder assistir #VerdadeSecretas2  por favooor 🥺,2016-04-20 11:47:32+00:00,"São Paulo, Brasil",-0.688401,negative
2867,2021-10-21 00:32:31,0,369,,504646198,1450983300365959168,,pt,𝕹𝖆𝖙𝖆𝖑𝖎𝖆,0,missatomicbombb,globoplay,globoplay,Twitter for Android,"Vamo Globoplay, já deu o horário!!!
Cadê minha Angel?????
#VerdadeSecretas2 https://t.co/psTEx7klWX",2012-02-26 15:33:51+00:00,"Nova Iguaçu, Brasil",0.569586,positive
2868,2021-10-21 00:31:55,0,210,,1265084847145484289,1450983148028895232,,pt,nathalya,0,nathnunezz,globoplay,globoplay,Twitter for Android,globoplay caindo 🤡,2020-05-26 00:58:38+00:00,"São Paulo, Brasil",-0.81795,negative
2869,2021-10-21 00:31:50,0,1879,,59950184,1450983128768593920,,pt,buda,0,guilhermemars_,globoplay,globoplay,Twitter for iPhone,QUE GLOBOPLAY TÁ FORA DO AR QUE ISSO É UM FILME?,2009-07-25 02:01:46+00:00,São Paulo,-0.628156,negative
2870,2021-10-21 00:31:45,0,512,,22497005,1450983108401156096,globoplay,pt,Diego Gobbi,0,diego_gobbi,globoplay,globoplay,Twitter for iPhone,@globoplay sempre caindo nas piores horas,2009-03-02 15:55:59+00:00,São Paulo,-0.958491,negative
2871,2021-10-21 00:31:43,0,47,,3211128940,1450983100264108032,,pt,vinicius,0,alkkes,globoplay,globoplay,Twitter for iPhone,"se mais de 20 pessoas acessarem o globoplay ao mesmo tempo ele para de funcionar, é essa a energia que me passam real",2015-04-27 04:12:01+00:00,"Sao Paulo, Brazil",-0.641482,negative
2872,2021-10-21 00:31:42,0,1463,,41908919,1450983093419061248,globoplay,pt,Blogueirinha,0,Ceskaaa,globoplay,globoplay,Twitter for iPhone,@globoplay VOCÊ PROMETEU 🗣🗣🗣,2009-05-22 21:48:33+00:00,"Sao Paulo, Brazil",-0.754666,negative
2873,2021-10-21 00:31:41,0,2403124,,144974967,1450983092651503616,babi,pt,cleytu,0,cleytu,globoplay,globoplay,Twitter for iPhone,@babi @globoplay começourrrr,2010-05-17 20:23:04+00:00,"São Paulo, Brasil",0.688649,positive
2874,2021-10-21 00:31:39,1,27,,2553326782,1450983082920747008,globoplay,pt,Cleyton Costa,0,cleytom,globoplay,globoplay,Twitter for Android,@globoplay já parou de funcionar? Assim vc me mata. #VerdadeSecretas2,2014-05-19 00:32:12+00:00,"São Paulo, Brasil",-0.937035,negative
