,id_str,text,screen_name,search_term,search_term_group,source,ibm_watson_sentiment,sentiment
7156,1449899996044791808,"@gakim0 vc parece muito com a menina de uma série da netflix, chamada extracurricular",marllonfelipe,netflix,netflix,Twitter Web App,0.652334,1
3056,1450921459086397440,Eis que vc está no meio do expediente e te relembram que a serie que vc mais quer assistir em 2021 estreará HOJE!… https://t.co/lRNizues07,caduko,globoplay,globoplay,Twitter for iPhone,0.8437040000000001,1
2232,1451369169669312512,Cadê as amizades com a conta globoplay??,igor_mirandaa,globoplay,globoplay,Twitter for iPhone,-0.692876,-1
6053,1450659127290699776,"@pedroivoalmeida @Casimiro acho que por sr conteúdo da Netflix não pode, uma pena!",obieldiniz,netflix,netflix,Twitter Web App,-0.892932,-1
2187,1451359790739955712,"@globoplay assinei o Globoplay pela AppStore, mas ao acessar com a minha conta o site ele não me reconhece como ass… https://t.co/6SHcS7AWeP",brunoagsk,globoplay,globoplay,Twitter for iPhone,-0.686516,-1
6487,1450449033185660928,THE LOST SESSION! Novo cartaz oficial da série em live-action de #CowboyBebop para a Netflix 💥 https://t.co/DdS06VSZGY,nerd_site,netflix,netflix,Twitter for Android,0.677708,1
4543,1451914215992741888,Confira os Melhores Filmes de Aventura para maratonar na Netflix https://t.co/pobWk1V8A8,tsvenceslau,netflix,netflix,Twitter for Android,0.726639,1
7708,1449463131441438720,@HorrorMoviesBR Eu com ódio p a nova de slasher não vai ser exibida pela Netflix https://t.co/jJY0rcOAhn,galdinaxx,netflix,netflix,Twitter for Android,-0.763559,-1
4642,1451724036665380864,"O Cowboy Bebop entrou na Netflix Brasil, recomendo demais!!!! (Eles incluíram a dublagem brasileira!!!!) https://t.co/7YY6XYGPF2",LuckySalamander,netflix,netflix,Twitter Web App,0.9944559999999999,1
7514,1449583330886885376,Aceitei o fato de que não vou beijar ninguém em 2021. Essa semana passei a sexta e o sábado a noite em casa assisti… https://t.co/bZfjzsRbmR,psorlucas,netflix,netflix,Twitter for iPhone,-0.68725,-1
5286,1451177692657700864,@Luiza666 ... e que eu só gostava pq era reacinha e não sabia. Ver o especial da Netflix dele foi uma agradável sur… https://t.co/NiwYRxJMQR,commiespecter,netflix,netflix,Twitter Web App,0.729816,1
5847,1450849079966289920,"@_hadassinha Assiste beleza oculta, tem no Netflix",R_drig9,netflix,netflix,Twitter for Android,0.815733,1
8008,1450087754780618752,"@helisonsm @PrimeVideoBR @paramountplusbr Que pena!! Primevideo vai ficando com pouca coisa, mas se bem q é um bonu… https://t.co/pDlXEQTJzQ",jeffvillalbabr,primevideo,primevideo,Twitter for Android,-0.5864199999999999,-1
4115,1452424432144748544,"@MB3RT0 @deathgasmer @matheusjoyboy E de qualquer forma, não tem nem ligação falar que algo vai dar errado só pq fi… https://t.co/zpyqYFoJAI",Nathybasket,netflix,netflix,Twitter Web App,-0.7533890000000001,-1
2189,1451357975894020096,"@ocallaghanrod @globoplay Se não quiser usar doa, com certeza alguma instituição vai fazer bom uso 🙂",xonas,globoplay,globoplay,Twitter for Android,0.841298,1
7576,1449545302390759424,"Porra nenhuma pra fazer
Nada que preste na Netflix
Noite chuvosa , lugar nenhum pra ir 
Porra que tédio
Nem sono pr… https://t.co/lMIoMj0T5T",CanhotoNao,netflix,netflix,Twitter for Android,-0.9882709999999999,-1
3230,1452449745666969600,@lucas_rabbelo Não é a mesma. Justamente por isso está em uma pasta separada.,news_globoplay,globoplay,globoplay,Twitter for Android,-0.710875,-1
6445,1450462243456536576,Nem acredito que saiu Carandiru na Netflix 💖🥰,gfnascimento19,netflix,netflix,Twitter for Android,-0.853299,-1
6754,1450204598665424896,Pq realmente Netflix postar algo assim vai fazer as pessoas que são fãs do reelde mexicano quererem assistir... não… https://t.co/TPBc9k1RoL,Yaya__SG,netflix,netflix,Twitter for Android,-0.9219360000000001,-1
569,1451356496017739776,nunca fui triste sério obg disney!!!!!!!!!!!!!!! https://t.co/gJnFCBDhx2,Rayanedonadio1,disney+,disney+,Twitter Web App,-0.756264,-1
7596,1449529422520983552,"um sabadinho chuvoso desse com netflix, tá sendo um sábado muito gostosin",alvelinooo,netflix,netflix,Twitter for iPhone,0.8714360000000001,1
3715,1449634046292762624,@boundtoherrera Mas cagaram pra Tenet porque me lançaram no meio da pandemia quando deu uma quedinha nas mortes. No… https://t.co/rJ9a4OQ3y6,EuInacioNetto,hbo max,hbomax,Twitter for Android,-0.971817,-1
4163,1452347960243675136,uma das produções originais da Netflix que não me canso de recomendar é 'Filmes que Marcam Época'. É um prato cheio… https://t.co/IZ2veak49j,anicolau88,netflix,netflix,TweetDeck,0.787957,1
3457,1450903294637903872,"Eu tenho a sensação que todo jogo que vou assistir na merda da HBO Max, é o fraquíssimo Jorge Iggor que narra.",odiogodefreitas,hbo max,hbomax,Twitter for iPhone,-0.7594810000000001,-1
1329,1450174360027795456,@ComboInfinito Engraçado que hoje me chegou uma pesquisa de satisfação do disney+ e eu reclamei que atualiza pouco. Rsrs.,RickKtips,disney+,disney+,Twitter for Android,0.9639610000000001,1
7821,1449374969264320512,"como assim eu vou ter que esperar pra ver o resto do casamento as cegas, tava envolvidassa já netflix por favor tem criança chorando aqui",browniedecu,netflix,netflix,Twitter Web App,-0.8366870000000001,-1
288,1451974864047312896,@CliCarvalho Disney+ todos os clássicos. tô maratonando inclusive,broccolith,disney+,disney+,Twitter for Android,0.877922,1
2993,1450961484343808000,"Operação Pacífico na Globoplay, quem mais assiste em espanhol? Estou terminando e já triste por não ter mais episódios.",rsantanielli,globoplay,globoplay,Twitter for Android,-0.882826,-1
4947,1451383296106147840,"Oq as outras meninas querem na tpm: mimos, amor, carinho e ver Netflix
Eu: comida e poder dar 🤏🏻✨😍",Juhxb_,netflix,netflix,Twitter for Android,0.9682850000000001,1
6957,1450090759839944704,"não gostei do final da 3° temp de You, dona Netflix matou a mulhé e eu gostava dela",gllanzy,netflix,netflix,Twitter for Android,-0.955303,-1
6633,1450262702480412672,"descobri que a Netflix da minha ex ainda tá no meu celular 😍😍
seria errado eu usar? KKKKKK",souza_psnrs,netflix,netflix,Twitter for Android,0.6301399999999999,1
6435,1450467725743202304,"quem diria q eu estaria aqui, ansioso pro cowboy bebop do netflix",PavloQveiroz,netflix,netflix,Twitter Web App,0.788794,1
4712,1451666075561742336,queria ver um filme mas lembrei que não tenho mais Netflix 🤡,iluzialima,netflix,netflix,Twitter for iPhone,-0.904114,-1
6569,1450308623977095168,Alguém aí já viu aquele Sweet Home da Netflix? Eh daora?,Sicolinossd,netflix,netflix,Twitter for iPhone,0.718441,1
7340,1449796711392714752,"Você pediu e a Netflix liberou!

A playlist da 2ª temporada de Locke &amp; Key já está disponível no @SpotifyBrasil 🎶… https://t.co/zBDfc1GKG5",brlockeandkey,netflix,netflix,Twitter for Android,0.6568039999999999,1
3559,1450536881914007552,Vai rolar a bola agora para PSG x RB Leipzig. Transmissão ao vivo do SBT e da TNT. O Space mostra Atlético de Madri… https://t.co/wFXni31qYS,allansimon91,hbo max,hbomax,Twitter Web App,0.526384,1
7045,1449946613917622272,@mamorettoo realmente ta tendo muito impacto mas quanto a inovar discordo... pra mim é mais um genérico da netflix… https://t.co/M0meD79jTI,leonardinhar,netflix,netflix,Twitter for iPhone,0.740876,1
6778,1450187452879081472,"@fallintokdrama kkkkkk sim exatamente, eu tinha assistindo somente um dorama na vida que foi ( alice in borderland)… https://t.co/SkoyyPozkW",tvdxuniverso,netflix,netflix,Twitter for Android,0.693591,1
6257,1450565708144857088,"daí o problema, que as pessoas inteligentes já apontavam há muito tempo, da Netflix ser a única fonte oficial de au… https://t.co/wyTcLdbT51",caiocoletti,netflix,netflix,Twitter Web App,-0.817046,-1
7642,1449504952691343360,E vamos de torcer pelo casal mais brabo da Netflix 🥰 https://t.co/27l4BZDWVC,LeticiasAnatomy,netflix,netflix,Twitter for iPhone,0.79945,1
916,1450670013787131904,"@chicobarney Mc Disney não  chega muito longe , ele quer ser a voz da razão...mané.",Jonathandefar,disney+,disney+,Twitter for Android,-0.953023,-1
6637,1450261628075876352,"@cm1lle Ai amg todo mundo fala issoo que tristeza, nem pra Netflix renovar a série pra eu ver o final da história 😔",sheisali_,netflix,netflix,Twitter for Android,-0.9690479999999999,-1
7095,1449921497720557568,@a_alinediniz @rvandromel Doces Mágnolias na Netflix é EXATAMENTE a mesma vibe! 💖,patricia_gomes,netflix,netflix,Twitter for iPhone,0.9425459999999999,1
3551,1450548252575780864,Ah... QUE SHOW É O SINAL DA HBO MAX!!! Meu SONHO DE CONSUMO é o sinal da HBO com o catálogo do Star+,vandokajuru,hbo max,hbomax,Twitter for Android,0.5705859999999999,1
4586,1451776242789883904,02:02 e eu tô de cabeça no casamento às cegas mkkkkkk obg Netflix por essa enxurrada de vergonha alheia,thaisddr_,netflix,netflix,Twitter for iPhone,-0.840541,-1
4393,1452069138608889856,"@EmillenyLazaro Good Witch! minha série conforto 🥰 a mais levinha água com açúcar que há!

Crazy Ex-Girlfriend (tud… https://t.co/BHpCBkUyaT",anitadash,netflix,netflix,Twitter for iPhone,0.5843510000000001,1
5644,1450921261417340928,"como q tem uma série na Netflix chamada ""vida após a morte"" e eu nunca assisti ??????",ClarsSinclair,netflix,netflix,Twitter for Android,-0.661924,-1
4931,1451391645589647360,"Esperando pra vê quanto tempo a Amazon e Netflix vai demorar pra colocar o filme ""Uma linda mulher"" no catálogo",AnaBeatriz_0711,netflix,netflix,Twitter for Android,0.892684,1
5493,1450996649057308672,"fora isso acho sem necessidade, pelo menos sei q essa versao netflix sera melhor que a br kkkkkk",itsbaldini,netflix,netflix,Twitter for iPhone,-0.6732640000000001,-1
3245,1452603658512838656,@marcosmichalak @zito2020 @PatriciaKogut @globoplay Seríssimo !! Algum bug está dando,MazzaViviane,globoplay,globoplay,Twitter for iPhone,-0.754275,-1
1158,1450437375444856832,@g_garc2 APOIO kkkk faça me rir esse ai ta na disney!,Leandrolimaaofc,disney+,disney+,Twitter for Android,0.6582180000000001,1
6283,1450555155695513600,@NetflixBrasil Cadê namorado de natal? E não teremos mais sequência do Príncipe de Natal? Gosto tanto senhora Netflix 🌲🌲❤️,celinhaaa,netflix,netflix,Twitter for Android,0.714603,1
6631,1450264208852066304,Como you consegue ser tão ruim mas mesmo assim intrigante? E eu gosto do sarcasmo da série. Aff te odeio netflix,majups_,netflix,netflix,Twitter for Android,-0.978563,-1
2861,1450983375339130880,"@forumeplay @globoplay Lixo de app, eplay 
Tem que jogar fora e fazer de novo",rickvittorino,globoplay,globoplay,Twitter for iPhone,-0.891156,-1
1474,1449906697519214592,"@GustavinPlus @Daniel_gutiere Nunca vi! Conto de fada da Disney, passo haha 😑",cinestera,disney+,disney+,Twitter for iPhone,0.899835,1
8012,1449568856310177792,"Assisti Agora Estamos Sozinhos na #PrimeVideo mas que filme chato e monótono, muito ruim",crovislimone2,primevideo,primevideo,Twitter for iPhone,-0.9841059999999999,-1
3284,1452399737978621952,Como o aplicativo da HBO Max é ruim. Minha nossa!,r0cc0,hbo max,hbomax,Twitter for Android,-0.911342,-1
2862,1450983374743654400,O @globoplay de Alguém tá funcionando? #VerdadeSecretas2,RealityTvBr,globoplay,globoplay,Twitter for Android,-0.700993,-1
1449,1449956494947012608,@Dantinhas Me tornei quem eu mais temiaaa.. pq nessaaa tretaa to do ladoo do mc Disney e nao abro! Solange chataaa.. vitimista.. imatura!,IFLdesconhecida,disney+,disney+,Twitter for iPhone,-0.977784,-1
